bedrooms,bathrooms,sqft_living,lat,long
4,2.75,2650,47.4947,-122.171
3,2.5,1580,47.3659,-122.17
3,2.5,1610,47.3661,-122.173
3,2.5,1610,47.3658,-122.172
5,2.5,2090,47.5968,-122.127
5,2.5,2260,47.5982,-122.128
4,1.75,2520,47.7721,-122.372
4,1.0,1340,47.489,-122.316
3,1.75,1460,47.492,-122.317
2,1.0,1150,47.4935,-122.316
2,1.0,800,47.4932,-122.316
2,1.0,710,47.4939,-122.318
3,1.5,1500,47.495,-122.318
2,1.0,780,47.4913,-122.318
4,1.5,1810,47.4911,-122.322
2,1.0,1020,47.4956,-122.321
5,1.75,1850,47.4935,-122.321
3,2.0,1090,47.4942,-122.322
3,1.75,2480,47.7721,-122.367
3,1.5,1420,47.694,-122.332
3,3.0,1560,47.6929,-122.333
3,2.0,1300,47.6923,-122.332
3,2.0,1560,47.6913,-122.333
3,1.5,1700,47.7384,-122.324
2,1.0,800,47.6997,-122.316
3,1.5,1270,47.6988,-122.317
3,1.5,1270,47.6987,-122.317
3,1.5,1270,47.6989,-122.317
3,1.5,1400,47.6989,-122.317
3,1.5,1270,47.699,-122.317
3,1.5,1620,47.6978,-122.316
3,2.25,1360,47.6988,-122.313
2,1.0,980,47.7002,-122.314
2,1.0,880,47.6997,-122.314
2,1.75,1710,47.7005,-122.313
3,1.75,1300,47.7005,-122.314
2,1.0,1000,47.7001,-122.311
4,1.5,2230,47.6996,-122.31
3,2.25,2340,47.6979,-122.31
2,1.0,1650,47.6992,-122.309
5,2.5,1980,47.699,-122.307
3,1.0,970,47.4006,-122.188
4,2.75,2870,47.7425,-122.289
3,2.0,1270,47.2086,-121.996
3,2.5,2210,47.3079,-122.393
3,2.5,2080,47.3058,-122.394
3,2.5,2530,47.3073,-122.395
3,2.5,2740,47.3076,-122.395
4,3.5,3660,47.3076,-122.396
3,2.5,3800,47.3076,-122.397
4,2.5,2300,47.5125,-122.192
4,2.5,2280,47.5115,-122.194
4,2.5,2240,47.5118,-122.194
3,2.0,2210,47.265,-122.302
3,2.5,1670,47.7623,-122.161
4,2.5,3400,47.5066,-122.146
4,2.5,3160,47.5075,-122.148
4,2.5,2360,47.7731,-122.167
4,1.75,2700,47.6838,-122.323
3,2.5,1730,47.6532,-122.34
3,3.5,1690,47.6536,-122.34
3,2.5,1480,47.6533,-122.341
4,1.0,1510,47.6526,-122.342
4,2.75,3180,47.7439,-121.977
3,2.5,2300,47.7447,-121.976
5,3.5,3080,47.7454,-121.977
3,2.5,3160,47.7443,-121.977
4,2.5,2500,47.4124,-122.204
3,2.75,2850,47.4141,-122.204
4,2.5,2160,47.4111,-122.2
3,2.0,1680,47.4861,-121.786
3,2.25,2090,47.4885,-121.783
3,1.75,1820,47.4616,-121.98
3,2.0,1490,47.6697,-122.162
3,2.5,1700,47.6688,-122.161
2,1.75,1890,47.6144,-122.211
3,1.75,1300,47.5026,-122.172
5,1.5,2550,47.5014,-122.172
5,1.5,2550,47.5014,-122.172
5,3.5,2100,47.5108,-122.257
3,1.0,1150,47.5075,-122.262
2,1.0,880,47.5071,-122.265
4,2.0,1780,47.5094,-122.263
3,2.0,1690,47.5102,-122.241
2,1.0,1040,47.519,-122.26
3,1.0,1200,47.5209,-122.28
2,1.75,1900,47.5121,-122.248
4,1.75,1950,47.5121,-122.248
2,1.0,1160,47.5117,-122.248
4,3.75,3190,47.5115,-122.246
4,2.25,2290,47.5114,-122.245
3,2.25,1950,47.431,-122.285
3,2.0,1430,47.4903,-122.178
3,1.0,1800,47.4922,-122.178
3,2.75,2120,47.4923,-122.178
3,1.75,2500,47.4973,-122.177
3,1.0,1410,47.4969,-122.178
2,1.5,1556,47.3891,-122.282
4,1.0,1390,47.3885,-122.284
5,2.0,2260,47.3887,-122.286
3,2.25,1670,47.6814,-122.288
4,2.5,3030,47.6296,-122.029
4,2.5,2290,47.6283,-122.03
4,2.5,2340,47.6283,-122.026
4,2.5,2210,47.6285,-122.025
3,2.0,1140,47.209,-122.012
3,2.0,1350,47.2073,-122.012
3,2.0,1700,47.2077,-122.011
4,2.5,2170,47.4034,-122.167
4,2.5,1980,47.4038,-122.167
4,2.5,2220,47.5716,-122.022
3,2.5,2040,47.5718,-122.021
4,2.5,2280,47.5719,-122.021
4,2.5,2290,47.57,-122.02
3,2.5,2080,47.5723,-122.021
4,2.5,2400,47.5707,-122.022
4,2.5,2320,47.763,-122.16
3,2.0,2150,47.5709,-122.018
3,2.5,2210,47.5715,-122.02
3,2.25,1570,47.6324,-122.028
4,2.25,2170,47.637,-122.029
3,2.5,1980,47.6366,-122.029
3,2.5,1950,47.6363,-122.025
3,2.5,1960,47.6339,-122.026
3,2.25,1830,47.6336,-122.025
3,2.5,1820,47.6358,-122.026
4,2.5,2340,47.6314,-122.03
4,2.5,2090,47.6339,-122.022
3,2.5,2140,47.6314,-122.027
4,2.5,2350,47.6318,-122.023
4,2.5,2410,47.6329,-122.021
4,2.5,2740,47.6334,-122.021
4,2.5,2580,47.6319,-122.022
3,1.75,1670,47.1913,-122.015
3,2.5,1980,47.1903,-122.013
3,2.0,1810,47.1913,-122.012
3,2.0,1570,47.3156,-122.188
4,2.5,1960,47.3167,-122.187
3,2.0,1260,47.4034,-122.176
4,2.75,2180,47.4045,-122.174
3,2.5,1920,47.4022,-122.171
3,2.5,1920,47.4024,-122.171
4,2.5,1850,47.4031,-122.172
3,2.25,1940,47.5476,-122.075
4,2.5,2150,47.511,-122.153
4,2.5,2250,47.5123,-122.15
4,2.5,2350,47.5123,-122.151
3,2.5,2600,47.5123,-122.151
4,2.5,2180,47.5119,-122.151
3,2.5,2650,47.5084,-122.154
3,2.5,1860,47.5062,-122.151
3,2.0,1780,47.5062,-122.149
3,2.5,2070,47.5101,-122.151
4,2.5,2120,47.5654,-122.01
4,2.5,2130,47.5648,-122.01
3,2.0,2060,47.5644,-122.012
4,2.5,2160,47.5659,-122.013
4,2.5,2240,47.5652,-122.013
2,1.0,1040,47.619,-122.311
4,3.25,3470,47.5513,-122.135
4,3.5,3550,47.5506,-122.134
4,2.5,3350,47.5507,-122.133
4,3.5,3700,47.5471,-122.133
4,2.5,2000,47.3625,-122.025
4,2.75,2000,47.3629,-122.026
3,2.0,1570,47.68,-122.399
4,2.25,2410,47.6796,-122.402
3,1.0,1590,47.6807,-122.399
2,1.0,910,47.6814,-122.399
4,2.25,2380,47.6822,-122.4
3,1.75,1380,47.6822,-122.399
2,2.25,1660,47.4333,-122.212
4,1.5,2340,47.6065,-122.291
3,1.0,920,47.6322,-122.212
5,4.25,4660,47.6326,-122.216
6,3.5,4010,47.6322,-122.216
4,2.5,3980,47.639,-122.21
5,3.0,3950,47.6363,-122.207
4,3.5,5050,47.6364,-122.209
4,4.5,4020,47.6358,-122.207
3,1.0,1410,47.6354,-122.208
3,2.5,1820,47.6287,-122.207
4,2.5,1950,47.656,-122.134
5,2.5,2040,47.6544,-122.134
3,1.0,1450,47.4698,-122.264
4,3.5,4540,47.5445,-122.137
4,2.5,3540,47.5441,-122.131
5,4.5,4230,47.5444,-122.131
2,1.5,1070,47.3533,-122.166
3,1.5,1070,47.3516,-122.166
3,1.75,1650,47.3514,-122.167
4,1.75,1910,47.35,-122.168
3,2.5,1540,47.3511,-122.169
4,2.5,1970,47.3491,-122.168
3,2.25,1400,47.349,-122.166
4,2.5,2260,47.3496,-122.042
4,2.5,1850,47.3494,-122.041
3,2.5,1760,47.3482,-122.042
3,2.75,2670,47.3483,-122.042
4,2.5,2890,47.3494,-122.044
3,1.0,1100,47.367,-122.107
4,2.75,1300,47.3683,-122.109
3,1.5,1330,47.3675,-122.11
3,1.5,1620,47.3665,-122.107
3,1.5,2290,47.3643,-122.111
5,2.5,1630,47.3657,-122.113
3,1.75,1120,47.3659,-122.113
4,1.0,1030,47.4857,-122.221
3,2.5,1630,47.7574,-122.228
3,2.0,1850,47.7671,-122.225
4,2.0,2120,47.7675,-122.226
3,2.25,2730,47.3785,-122.185
3,2.5,1528,47.3774,-122.186
3,2.5,1578,47.3771,-122.186
3,2.5,1741,47.379,-122.184
3,2.5,2260,47.3203,-122.184
3,2.5,2680,47.3203,-122.185
4,3.0,2060,47.321,-122.185
3,2.5,2420,47.3199,-122.186
3,2.0,1480,47.5081,-122.385
3,2.0,1710,47.697,-122.199
3,1.5,1540,47.5817,-122.007
3,1.5,1440,47.5829,-122.005
5,3.5,2440,47.5814,-122.003
4,2.5,2230,47.5816,-122.0
3,2.0,1640,47.5812,-122.002
3,1.75,1070,47.3134,-122.023
3,1.75,1070,47.3129,-122.023
3,1.75,1350,47.3123,-122.023
3,2.25,1820,47.6382,-122.11
3,2.0,2050,47.6389,-122.11
3,1.75,1270,47.5495,-122.31
3,1.0,1510,47.5168,-122.285
2,1.5,1480,47.5008,-122.366
2,1.5,1480,47.5008,-122.366
5,4.5,5190,47.5846,-122.223
3,2.5,2870,47.4471,-122.207
3,2.5,3080,47.4473,-122.205
3,1.0,1270,47.4599,-122.276
3,2.25,2150,47.4605,-122.277
3,3.5,2840,47.7069,-122.117
3,1.0,920,47.548,-122.284
3,1.0,1290,47.5462,-122.277
4,1.0,1780,47.5486,-122.278
4,1.75,2180,47.5487,-122.277
3,1.0,2140,47.5494,-122.274
5,3.5,2310,47.5463,-122.272
3,2.5,2660,47.5487,-122.272
3,1.75,1510,47.5069,-122.141
4,2.0,2070,47.5092,-122.386
3,2.25,1640,47.5686,-122.286
4,3.5,2700,47.5685,-122.286
3,1.75,1500,47.5689,-122.284
4,2.25,2750,47.5691,-122.284
4,2.75,1960,47.5693,-122.285
4,1.5,1600,47.5681,-122.285
4,3.0,2840,47.5683,-122.283
3,1.0,1640,47.5682,-122.284
3,3.0,2830,47.5694,-122.283
3,1.0,1380,47.57,-122.285
3,2.5,1710,47.7236,-122.11
3,2.5,1680,47.7229,-122.11
4,2.25,2030,47.7214,-122.11
4,1.75,2430,47.7206,-122.11
3,2.25,1820,47.7206,-122.11
4,2.25,1970,47.7219,-122.109
4,2.25,2460,47.6627,-122.032
3,1.75,1720,47.6608,-122.035
3,1.75,1270,47.5362,-122.376
2,1.0,960,47.5378,-122.375
2,2.75,730,47.5381,-122.374
2,1.5,940,47.5375,-122.374
1,1.0,2880,47.537,-122.375
2,1.0,750,47.5368,-122.374
2,1.0,940,47.5375,-122.374
2,1.0,730,47.5387,-122.374
2,1.0,670,47.5387,-122.371
4,1.75,1540,47.5359,-122.372
4,2.5,2180,47.5365,-122.37
2,1.0,710,47.5376,-122.371
4,1.0,1310,47.5384,-122.37
4,2.0,1660,47.5371,-122.368
3,1.0,1500,47.5365,-122.368
2,1.0,1730,47.5357,-122.368
4,1.75,1580,47.5378,-122.369
3,1.75,1800,47.6623,-122.141
5,3.5,3740,47.6628,-122.143
3,2.25,2150,47.7179,-122.113
3,1.5,1200,47.4482,-122.269
4,2.5,2310,47.4513,-122.267
3,2.25,1800,47.4516,-122.267
3,1.5,1860,47.4513,-122.268
3,2.25,1800,47.7072,-122.164
3,1.75,2080,47.7056,-122.162
5,3.5,3180,47.6423,-122.394
2,1.75,1560,47.6419,-122.394
4,3.5,4340,47.6427,-122.397
4,1.75,1480,47.643,-122.397
3,1.75,1670,47.6416,-122.397
4,2.75,2730,47.6397,-122.395
3,2.0,1470,47.6398,-122.393
2,1.0,710,47.64,-122.394
4,2.5,2280,47.6605,-122.355
2,2.25,2160,47.6607,-122.354
3,4.0,2080,47.6598,-122.355
3,4.0,2080,47.6598,-122.355
3,2.5,1780,47.6597,-122.355
3,1.75,1350,47.6581,-122.354
2,1.0,900,47.6883,-122.395
2,1.0,620,47.6877,-122.395
3,1.75,1260,47.3713,-122.186
2,1.0,900,47.6695,-122.36
3,2.5,2140,47.4786,-122.066
3,2.5,1940,47.4801,-122.063
2,2.5,1590,47.5449,-122.011
2,2.5,1590,47.5441,-122.013
3,1.5,990,47.6236,-122.306
8,2.75,2530,47.6241,-122.305
3,2.0,1920,47.1952,-121.976
3,2.0,1670,47.1948,-121.975
3,3.0,1670,47.1948,-121.975
3,2.0,1670,47.1948,-121.974
3,2.5,2620,47.1944,-121.974
5,2.5,1940,47.7438,-122.328
3,1.75,1210,47.7291,-122.202
3,1.5,1330,47.7289,-122.203
3,1.0,990,47.7274,-122.202
3,1.75,1640,47.726,-122.203
2,1.5,2060,47.515,-122.362
4,2.25,2490,47.6051,-122.195
3,1.75,1330,47.6074,-122.195
4,1.75,2100,47.6079,-122.195
3,1.5,1170,47.6077,-122.194
3,1.0,1220,47.6094,-122.194
4,2.25,2180,47.6042,-122.193
4,2.5,2170,47.6078,-122.192
4,2.25,1960,47.6076,-122.192
4,2.5,2500,47.6073,-122.192
5,2.25,1960,47.6066,-122.192
3,1.75,1690,47.6079,-122.192
2,1.0,870,47.4906,-122.306
3,1.0,1040,47.4906,-122.306
4,1.75,1980,47.5607,-122.391
2,1.0,620,47.5286,-122.376
3,2.0,1360,47.5487,-122.376
4,2.75,1540,47.5491,-122.375
4,2.5,2730,47.549,-122.374
5,1.75,1710,47.506,-122.365
2,1.0,940,47.5065,-122.364
2,1.0,740,47.5036,-122.362
3,1.0,1250,47.503,-122.364
2,1.0,870,47.5038,-122.364
5,3.0,2420,47.5082,-122.362
4,2.0,2630,47.5067,-122.361
3,1.75,2090,47.3095,-122.217
3,1.0,1020,47.4235,-122.155
5,2.75,2500,47.6225,-122.108
3,2.0,1290,47.3867,-122.19
4,2.5,1680,47.3867,-122.191
3,4.0,4160,47.6635,-122.017
4,2.25,1790,47.5055,-122.189
3,1.75,1720,47.5044,-122.19
3,2.25,1450,47.5038,-122.189
4,4.0,3680,47.6193,-122.014
4,1.75,2460,47.6782,-122.3
5,3.5,2980,47.6782,-122.299
4,2.75,2730,47.4005,-122.312
4,2.5,3238,47.4005,-122.311
3,2.25,2070,47.3417,-122.271
3,2.0,1400,47.3415,-122.272
3,2.0,1510,47.3412,-122.273
4,2.25,2560,47.34,-122.271
3,2.5,3150,47.6455,-121.901
3,2.5,2490,47.6442,-121.898
4,2.5,2040,47.6458,-121.904
4,2.5,2040,47.6458,-121.904
4,3.0,3000,47.5744,-122.307
5,3.0,2240,47.5171,-122.029
5,2.75,2920,47.5133,-122.031
2,1.5,1260,47.7775,-122.365
2,2.25,1550,47.54,-122.368
3,2.5,1690,47.5387,-122.367
3,2.5,1690,47.5389,-122.367
2,2.25,1550,47.5394,-122.368
2,2.25,1420,47.5394,-122.368
2,2.25,1550,47.5396,-122.368
2,2.25,1460,47.5395,-122.369
2,2.75,1992,47.3551,-122.475
5,3.5,3450,47.2123,-122.005
4,2.5,2880,47.2124,-122.005
4,2.25,2130,47.4482,-122.209
4,2.5,2798,47.4295,-122.205
5,3.5,2815,47.4299,-122.207
3,1.0,1060,47.5784,-122.393
3,1.75,1210,47.3639,-122.08
3,1.5,1180,47.624,-122.2
3,1.75,960,47.6737,-122.156
4,2.5,3080,47.674,-122.154
4,1.75,2090,47.6715,-122.155
4,1.5,1580,47.6734,-122.154
3,1.75,1840,47.67,-122.155
3,1.75,1470,47.6687,-122.154
3,1.75,1540,47.6707,-122.156
3,1.75,1430,47.6686,-122.157
3,1.75,1070,47.67,-122.155
5,1.75,2780,47.6694,-122.157
5,3.5,4490,47.5396,-122.073
5,3.75,5330,47.5401,-122.073
4,3.25,3720,47.5359,-122.069
4,4.0,4320,47.5369,-122.07
4,3.5,4740,47.5375,-122.07
5,2.5,3160,47.5362,-122.067
4,3.25,2740,47.5346,-122.066
4,3.25,3160,47.536,-122.066
5,3.25,3420,47.5366,-122.067
4,3.25,3680,47.5367,-122.067
5,4.25,3970,47.5402,-122.069
3,2.5,2320,47.5391,-122.069
3,2.5,2320,47.5391,-122.07
4,2.5,2520,47.5399,-122.07
4,2.5,2520,47.5401,-122.07
3,3.5,2710,47.5359,-122.072
3,3.5,2710,47.5367,-122.072
3,2.5,2280,47.5375,-122.073
3,2.5,2140,47.5368,-122.073
3,3.5,2710,47.5371,-122.073
3,2.5,2280,47.5364,-122.073
2,2.25,1230,47.5324,-122.073
2,2.25,1170,47.5321,-122.073
2,2.25,1240,47.5321,-122.073
2,2.25,1240,47.5321,-122.073
2,2.25,1260,47.5323,-122.072
2,1.75,1150,47.5323,-122.071
3,2.5,1150,47.5323,-122.071
2,2.25,1150,47.5323,-122.071
2,1.75,1120,47.5325,-122.072
4,3.5,2950,47.5313,-122.074
4,3.25,2950,47.5297,-122.073
4,3.25,3080,47.5313,-122.076
4,3.25,2610,47.5322,-122.076
4,3.25,3140,47.5319,-122.076
4,3.5,3070,47.5316,-122.076
3,2.75,1840,47.53,-122.073
3,2.5,2340,47.53,-122.073
3,2.75,2310,47.5304,-122.073
3,2.75,1830,47.5307,-122.074
4,2.25,2270,47.5599,-122.142
3,1.75,1620,47.6651,-122.151
4,2.5,2430,47.3779,-122.125
4,2.5,3110,47.3781,-122.126
4,2.5,3110,47.3782,-122.125
4,3.0,3060,47.3786,-122.126
3,2.5,2430,47.3786,-122.127
4,2.5,2910,47.3782,-122.127
4,2.5,3490,47.3772,-122.127
4,2.5,1900,47.3767,-122.124
3,1.75,1750,47.6099,-122.058
3,1.75,2350,47.6095,-122.059
4,2.5,3691,47.6122,-122.059
5,3.5,3690,47.6108,-122.06
4,3.5,3380,47.6124,-122.06
3,3.0,2440,47.6104,-122.06
2,3.0,2770,47.6082,-122.057
3,3.5,2480,47.6083,-122.06
4,2.25,2490,47.6137,-122.06
3,2.5,2590,47.6139,-122.061
4,1.75,1460,47.6205,-122.102
3,1.75,1490,47.6208,-122.106
3,1.75,1710,47.623,-122.105
4,2.25,2260,47.6237,-122.106
4,2.5,1860,47.6228,-122.104
4,2.25,1990,47.6236,-122.103
3,1.75,1510,47.6226,-122.103
4,2.0,1660,47.6231,-122.102
5,2.5,2960,47.6233,-122.102
4,2.75,2110,47.6269,-122.1
3,1.75,1560,47.6243,-122.1
4,1.75,1770,47.6208,-122.099
3,1.75,1650,47.631,-122.098
4,2.0,1820,47.6288,-122.098
3,2.5,2030,47.6272,-122.095
4,1.75,2030,47.6274,-122.094
3,1.75,1820,47.6243,-122.094
4,2.25,2420,47.6287,-122.093
3,2.5,1740,47.6264,-122.092
4,2.5,2320,47.6269,-122.09
3,2.25,2130,47.5423,-122.215
3,2.0,1590,47.7239,-122.227
3,2.5,2610,47.7614,-122.139
5,2.5,3280,47.475,-121.737
3,3.0,2640,47.4759,-121.735
5,3.5,3440,47.4765,-121.734
4,2.5,2680,47.4759,-121.734
3,2.5,2680,47.4761,-121.734
3,2.5,2180,47.7733,-122.226
4,2.5,2450,47.7734,-122.224
4,2.5,3450,47.7673,-122.1
4,2.25,2340,47.5377,-122.221
5,1.75,2500,47.5361,-122.217
3,2.5,2340,47.4052,-122.028
4,2.75,3410,47.4054,-122.03
4,2.75,2420,47.4053,-122.03
4,2.0,2280,47.4067,-122.03
4,2.5,2800,47.7392,-121.966
4,2.5,2755,47.7394,-121.965
5,2.5,2630,47.7379,-121.966
4,2.5,2890,47.7385,-121.965
4,2.5,2840,47.7359,-121.962
3,2.5,2300,47.7369,-121.96
4,3.5,3930,47.7412,-121.966
3,1.0,1250,47.4987,-121.781
3,2.0,1140,47.4991,-121.783
2,1.0,950,47.4987,-121.787
2,1.0,1170,47.497,-121.78
4,2.25,2170,47.4394,-122.338
6,2.5,3596,47.4388,-122.339
4,2.0,1220,47.2964,-122.376
3,1.5,1180,47.2959,-122.373
3,1.75,1740,47.2968,-122.372
3,1.5,1180,47.2966,-122.374
2,1.0,1000,47.297,-122.227
2,1.0,1000,47.297,-122.225
3,2.5,2300,47.5504,-122.077
5,2.5,2380,47.7,-122.287
4,1.75,1760,47.679,-122.288
3,2.75,2210,47.5619,-122.4
4,2.0,1610,47.5327,-122.186
3,2.25,1680,47.3025,-122.067
3,2.25,1400,47.3029,-122.069
3,2.25,1560,47.3023,-122.069
3,1.0,1200,47.7763,-122.36
2,2.0,1360,47.6874,-122.315
3,1.75,1810,47.6599,-122.363
3,1.75,1780,47.5589,-122.392
2,2.25,1890,47.6688,-122.31
6,3.25,2820,47.6688,-122.309
4,2.5,2100,47.5947,-122.134
4,1.5,2290,47.7173,-122.33
2,1.0,1250,47.7294,-122.329
3,1.75,1630,47.68,-122.165
4,2.5,2460,47.6041,-122.02
4,2.5,2460,47.6031,-122.021
3,2.5,1820,47.6018,-122.021
3,2.5,1830,47.6022,-122.021
3,2.0,1340,47.4498,-122.194
3,1.0,1210,47.5389,-122.353
3,2.0,1360,47.6943,-122.307
4,2.0,1757,47.3974,-122.312
3,1.75,1360,47.3959,-122.309
5,3.5,2473,47.3966,-122.308
5,1.5,1790,47.3961,-122.308
3,1.75,1470,47.3943,-122.311
3,1.0,1640,47.3947,-122.313
5,2.5,2500,47.3946,-122.312
3,1.75,1270,47.4207,-122.29
3,2.5,3320,47.5783,-121.994
4,2.5,2650,47.5761,-121.989
4,2.75,2020,47.6373,-122.104
4,2.25,2510,47.6153,-122.054
3,2.5,2320,47.6163,-122.056
3,2.5,2370,47.6148,-122.057
3,1.75,1650,47.6989,-122.399
3,1.5,1540,47.4676,-122.184
4,1.75,1720,47.4669,-122.182
4,2.25,1790,47.4672,-122.185
4,1.0,1740,47.467,-122.185
4,2.0,2200,47.464,-122.18
4,1.75,1400,47.4658,-122.184
3,2.25,2270,47.4653,-122.176
3,1.75,1810,47.4674,-122.178
4,2.75,2270,47.4672,-122.175
3,2.0,1400,47.4655,-122.174
3,2.0,1400,47.4655,-122.174
3,2.25,2090,47.4654,-122.174
5,2.5,2390,47.4639,-122.17
3,2.0,1790,47.4643,-122.171
3,2.0,1720,47.4487,-121.981
4,2.5,3340,47.6101,-121.955
3,2.5,1600,47.3618,-122.074
3,2.0,1450,47.3637,-122.075
3,2.5,1970,47.3627,-122.073
4,2.5,2050,47.3628,-122.075
3,1.75,1100,47.363,-122.08
3,1.75,1480,47.3624,-122.079
3,2.25,1510,47.3619,-122.077
3,1.75,1640,47.3586,-122.074
3,1.75,1530,47.3594,-122.076
3,1.75,1260,47.3592,-122.076
4,2.5,1880,47.5636,-122.094
3,2.5,1790,47.5638,-122.094
3,2.5,1940,47.5644,-122.093
3,2.5,1940,47.5644,-122.093
1,1.0,780,47.713,-121.315
4,3.0,2820,47.5826,-122.028
4,2.5,2980,47.5814,-122.029
4,2.5,2740,47.5811,-122.028
5,2.75,2630,47.5196,-122.049
6,2.5,3820,47.5209,-122.052
5,2.5,2990,47.3604,-122.091
3,2.5,2540,47.7042,-122.236
4,2.75,3950,47.5489,-122.219
4,2.5,2720,47.5489,-122.216
4,2.25,3200,47.5494,-122.216
4,2.5,2790,47.5477,-122.215
5,3.0,3330,47.5485,-122.214
3,2.0,1100,47.3606,-122.083
3,1.5,1050,47.3608,-122.083
3,1.0,920,47.3603,-122.085
3,1.0,840,47.3607,-122.085
3,1.75,1100,47.3625,-122.084
3,1.0,860,47.3634,-122.086
3,1.5,1610,47.3632,-122.087
4,1.5,1130,47.3616,-122.089
4,1.5,1450,47.3613,-122.087
2,1.0,1060,47.3613,-122.088
3,1.5,1210,47.3615,-122.087
2,1.0,770,47.3627,-122.087
4,1.5,1120,47.3628,-122.087
3,1.0,1100,47.3643,-122.081
3,1.0,920,47.3648,-122.081
3,1.0,920,47.3647,-122.082
3,1.0,860,47.3677,-122.078
2,1.0,1060,47.3688,-122.08
3,1.0,1280,47.3686,-122.081
2,1.0,980,47.3674,-122.081
3,1.5,1140,47.3684,-122.08
3,1.5,1240,47.3683,-122.079
3,1.0,870,47.3701,-122.078
3,1.0,870,47.369,-122.077
3,1.0,840,47.3704,-122.08
3,1.0,870,47.3695,-122.081
3,2.0,1500,47.3653,-122.09
3,1.5,1740,47.3657,-122.094
3,2.0,1640,47.3661,-122.094
3,2.0,1710,47.3651,-122.094
3,1.5,1430,47.3644,-122.094
3,1.0,820,47.363,-122.094
3,1.5,1160,47.364,-122.094
3,1.75,1570,47.3621,-122.094
4,1.0,1530,47.3638,-122.091
4,2.0,1620,47.3629,-122.091
3,1.0,920,47.3623,-122.09
5,1.75,1730,47.3628,-122.089
3,1.75,1160,47.3643,-122.09
3,1.0,1120,47.3638,-122.088
4,2.0,1710,47.366,-122.093
3,1.0,1670,47.3659,-122.092
4,2.5,2350,47.6411,-122.065
3,2.5,2260,47.641,-122.068
4,2.5,2260,47.643,-122.066
4,1.75,2010,47.6446,-122.068
3,2.25,2100,47.647,-122.061
3,2.0,2070,47.6491,-122.061
3,2.0,2070,47.6491,-122.061
3,2.0,2070,47.6492,-122.062
3,1.75,1520,47.646,-122.068
3,1.75,2120,47.6475,-122.064
4,2.25,1980,47.647,-122.064
3,2.5,1890,47.6478,-122.061
3,2.25,1960,47.6481,-122.061
4,2.5,2690,47.6449,-122.059
4,2.0,1990,47.6471,-122.057
4,2.25,2180,47.6459,-122.058
3,2.0,2260,47.6457,-122.058
3,2.25,2180,47.6482,-122.072
4,2.25,2210,47.6475,-122.07
4,2.25,2240,47.5489,-122.225
4,2.5,3420,47.6388,-122.064
4,2.5,2570,47.6378,-122.065
4,2.5,2440,47.6374,-122.064
4,2.5,2570,47.6373,-122.064
4,3.25,4190,47.6332,-122.066
4,3.25,3270,47.6346,-122.063
3,3.25,3230,47.6338,-122.063
3,3.5,3590,47.6336,-122.063
3,4.25,3840,47.6336,-122.064
3,3.5,3190,47.6348,-122.064
3,4.25,3840,47.6347,-122.064
4,2.5,3420,47.6328,-122.064
3,2.5,3750,47.6325,-122.064
3,3.25,3240,47.6321,-122.064
4,2.25,2070,47.727,-122.217
4,2.5,2780,47.7284,-122.216
3,2.25,1830,47.7286,-122.215
3,1.75,1850,47.6144,-122.067
5,2.5,3120,47.6142,-122.065
4,2.5,3250,47.5862,-122.037
3,2.5,3240,47.5857,-122.038
5,3.0,3640,47.5842,-122.111
2,1.0,930,47.6567,-121.909
1,0.75,470,47.6554,-121.908
3,2.0,1850,47.6565,-121.912
3,1.0,1710,47.656,-121.913
3,1.75,1150,47.6503,-121.908
5,1.75,1400,47.6499,-121.908
1,0.75,430,47.6499,-121.909
3,1.5,1390,47.6496,-121.908
4,1.5,1530,47.6492,-121.908
4,2.5,1980,47.6492,-121.908
2,1.75,1160,47.6489,-121.911
3,1.0,1090,47.6503,-121.911
3,1.0,1260,47.6492,-121.915
3,1.75,1400,47.2074,-122.001
3,2.75,2270,47.2099,-122.001
3,2.0,1510,47.2078,-122.003
4,2.5,1790,47.3849,-122.204
4,2.0,1890,47.3846,-122.205
5,2.75,2190,47.7762,-122.257
4,2.25,2800,47.7448,-122.177
4,2.5,1990,47.732,-122.178
3,2.5,1800,47.7188,-122.177
3,2.0,1660,47.7103,-122.199
5,2.5,2520,47.7096,-122.199
4,2.5,2440,47.725,-122.172
3,2.25,1640,47.7192,-122.176
4,2.5,3200,47.4318,-122.286
3,2.5,1500,47.5682,-122.005
3,2.5,1730,47.5683,-122.005
3,2.5,1780,47.5677,-122.003
3,2.5,1730,47.5668,-122.005
3,2.5,1730,47.5672,-122.005
3,2.5,1610,47.5678,-122.004
3,1.75,1880,47.7681,-122.305
4,2.25,2860,47.7655,-122.3
4,2.5,4260,47.764,-122.302
2,1.75,1660,47.7661,-122.306
3,2.5,1600,47.7679,-122.308
3,1.75,1670,47.7681,-122.307
3,2.0,1930,47.7675,-122.307
4,3.0,1984,47.3532,-122.211
3,2.5,2095,47.3523,-122.213
3,2.5,1550,47.3528,-122.211
3,2.5,1550,47.3523,-122.212
3,2.5,2099,47.3521,-122.211
4,3.0,1984,47.3514,-122.213
3,2.5,2437,47.3517,-122.21
4,2.75,4190,47.6472,-122.157
4,2.5,2710,47.7657,-122.29
3,2.25,3200,47.638,-122.317
5,3.75,4170,47.5354,-122.181
3,3.0,1740,47.67,-122.391
3,2.75,1370,47.67,-122.392
